(BH_Max),Anisotropy Constant K1,Anisotropy Constant K2,Anisotropy_Energy,Anisotropy_Field,Coercivity,Crystal_Structure,Curie(TC),Curie_Weiss,DOI,Experimental,Intrinsic Coercivity,Lattice_Parameter,Lattice_Structure,Magnet_type,Magnetic_type,Material_Density,Material_Name,Material_Type,Neel(TN),Remanence_Magnetization,Saturation_Magnetization,Space_Group,Substrate,Thickness
,,,,,,,,,10.1103/PhysRevB.105.184408,true,,"{'a': '0.8396', 'b': 'NA', 'c': 'NA'}",,Soft,Ferrimagnetic,,Magnetite,Thin Film,,,"{'Value': '30.6', 'Units': 'μB/a3', 'Temperature': '300 K'}",,Pt,10 nm
,,,,,"{'Value': '< 60', 'Units': 'mT', 'Temperature': '5 K'}",,,,10.1103/PhysRevB.104.014423,true,,,,Soft,Ferromagnetic,,Cu/Fe,Nanowire,,,,,Si/Si-N,200 nm
,,,,,,Orthorhombic,,,10.1103/PhysRevB.95.054432,true,,"{'a': '5.3613', 'b': '7.3847', 'c': '5.0296'}",Pnma1',,Antiferromagnetic,,ScCrO3,Bulk,73 K,,"{'Value': '2.70', 'Units': 'μB', 'Temperature': '1.5 K'}",Pnma1',,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.95.054432,true,,"{'a': '5.3539', 'b': '7.5484', 'c': '5.1603'}",Pnma1',,Antiferromagnetic,,InCrO3,Bulk,93 K,,"{'Value': '2.50', 'Units': 'μB', 'Temperature': '1.5 K'}",Pnma1',,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.95.054432,true,,"{'a': '5.39539', 'b': '7.6402', 'c': '5.29163'}",Pnma1',,Antiferromagnetic,,TlCrO3,Bulk,89 K,,"{'Value': '2.46', 'Units': 'μB', 'Temperature': '1.5 K'}",Pnma1',,
,,,,,,,369 K,,10.1103/PhysRevB.87.165140,true,,,,Soft,Ferromagnetic,,La0.7Sr0.3MnO3,Thin Film,,,,,EuBa2Cu3O7−δ,2-7 nm
,,,,,"{'Value': '320', 'Units': 'Oe', 'Temperature': '10 K'}",Orthorhombic,231 K,,10.1103/PhysRevB.81.134440,true,,"{'a': '5.478', 'b': '7.735', 'c': '5.508'}",Orthorhombic,Soft,Ferromagnetic,,La0.8Ca0.2MnO3,Nanoparticle,,,"{'Value': '47.6', 'Units': 'emu/g', 'Temperature': '10 K'}",Pnma,,
,,,,,,Orthorhombic,261 K,,10.1103/PhysRevB.81.134440,true,,"{'a': '5.472', 'b': '7.736', 'c': '5.505'}",Orthorhombic,Soft,Ferromagnetic,,La0.8Ca0.2MnO3,Nanoparticle,,,"{'Value': '87.6', 'Units': 'emu/g', 'Temperature': '10 K'}",Pnma,,
,,,,,,Trigonal,,,10.1103/PhysRevB.106.245111,true,,"{'a': '6.867', 'b': '6.867', 'c': 'NA'}",Hexagonal,Soft,Ferromagnetic/Antiferromagnetic,,Chromium Trihalide,2D Material,,,"{'Value': '2.95', 'Units': 'μB/Cr', 'Temperature': 'NA'}",,,Monolayer/Bilayer
,,,"{'Value': '54', 'Units': 'μeV', 'Type': 'in-plane', 'Temperature': 'NA'}",,,Hexagonal,,,10.1103/PhysRevB.109.155153,false,,"{'a': '6.856', 'b': 'NA', 'c': 'NA'}",Hexagonal,Soft,Ferromagnetic,,Mn3Si2Te6,Monolayer,,,,P31m,,
,,,,,,Hexagonal,,-24.03 K,10.1103/PhysRevMaterials.7.014407,true,,"{'a': '5.2752', 'b': '5.2752', 'c': '11.2362'}",Hexagonal,,Antiferromagnetic,,Na2Co2TeO6,Bulk,27.1 K,,,P6322,,
,,,,,"{'Value': '1', 'Units': 'T', 'Temperature': 'NA'}",Tetragonal,,,10.1103/PhysRevMaterials.5.104412,true,,"{'a': '5.5002', 'b': 'NA', 'c': '25.681'}",Tetragonal,,Antiferromagnetic,,Sr2Ir1-xGaxO4,Bulk,240 K,,,,,
,,,,,,Tetragonal,,,10.1103/PhysRevMaterials.5.104412,true,,"{'a': '5.4970', 'b': 'NA', 'c': '25.752'}",Tetragonal,,Antiferromagnetic,,Sr2Ir1-xGaxO4,Bulk,240 K,,,,,
,,,,,,Tetragonal,,,10.1103/PhysRevB.77.224501,true,,,,,Antiferromagnetic,,CeRh1-xCoxIn5,Bulk,3.8K,,,,,
,,,,,,Tetragonal,,,10.1103/PhysRevB.77.224501,true,,,,,Antiferromagnetic,,CeRh1-xCoxIn5,Bulk,3.8K,,,,,
,,,,,,Tetragonal,,,10.1103/PhysRevB.77.224501,true,,,,,Antiferromagnetic,,CeRh1-xCoxIn5,Bulk,3.4K,,,,,
,,,,,,Tetragonal,,,10.1103/PhysRevB.77.224501,true,,,,,Antiferromagnetic,,CeRh1-xCoxIn5,Bulk,2.9K,,,,,
,,,,,,Tetragonal,,-134 K,10.1103/PhysRevB.101.220412,true,,"{'a': '5.578', 'b': '5.578', 'c': '7.941'}",Tetragonal,,Antiferromagnetic,,Sr2MgReO6,Bulk,55 K,,,I4/m,,
,,,,,,Trigonal,72 K,78.9 K,10.1103/PhysRevB.109.L180410,true,,"{'a': '4.0765', 'b': 'NA', 'c': '6.9936'}",,Soft,Ferromagnetic,,FM-EuZn2P2,Bulk,,,"{'Value': '7', 'Units': 'μB', 'Temperature': '1.8 K'}",P3̄m1 (No. 164),,
,,,,,,,42 K,,10.1103/PhysRevB.109.L180410,true,,,,Soft,Ferromagnetic,,FM-EuZn2As2,Bulk,,,,,,
,,,,,,,47 K,,10.1103/PhysRevB.109.L180410,true,,,,Soft,Ferromagnetic,,FM-EuCd2P2,Bulk,,,,,,
,,,,,,Tetragonal,,,10.1103/PhysRevB.108.075115,true,,,,,Antiferromagnetic,,CeAuSb2,Bulk,5-6.8 K,,,P4/nmm,,
,,,,,,Tetragonal,,,10.1103/PhysRevB.95.134403,true,,,Tetragonal,,Antiferromagnetic,,GdRh2Si2,Bulk,107 K,,,,,
,,,,,"{'Value': '1.8', 'Units': 'T', 'Temperature': '200 K'}",Orthorhombic,,,10.1103/PhysRevB.103.024423,true,,"{'a': '5.28 Å', 'b': '5.57 Å', 'c': '7.58 Å'}",Orthorhombic,,Antiferromagnetic,,TmFeO3,Thin Film,,,"{'Value': '0.06', 'Units': 'μB/f.u.', 'Temperature': '200 K'}",,SrTiO3,200 nm
,,,,,,,"275 K (L2S1), 314 K (LSMO)",,10.1103/PhysRevB.101.024422,true,,,,Soft,Antiferromagnetic/Ferromagnetic,,LaMnO3/SrMnO3 Superlattice,Thin Film,,,,,SrTiO3 (001),Varies (2-8 unit cells)
,,,,"{'Value': '0.03', 'Units': 'T', 'Type': 'in-plane', 'Temperature': 'NA'}",,Hexagonal,,150 K,10.1103/PhysRevB.101.205126,true,,"{'a': '4.2068', 'b': '4.2068', 'c': '17.849'}",Hexagonal,Soft,Antiferromagnetic,6.452 g/cm3,EuIn2As2,Bulk,16 K,,,P63/mmc,,
,,,,,,Pyrochlore,,,10.1103/PhysRevB.85.245109,true,,"{'a': '10.274', 'b': 'NA', 'c': 'NA'}",Cubic,,Antiferromagnetic,,Eu2Ir2O7,Bulk,120 K,,,,,
,,,,"{'Value': '840-1000', 'Units': 'G', 'Type': 'NA', 'Temperature': 'NA'}",,Orthorhombic,,,10.1103/PhysRevB.77.035104,true,,"{'a': '15.203', 'b': '15.180', 'c': '13.503'}",Orthorhombic,,Antiferromagnetic,,(CH3NH2)K3C60,Bulk,11 K,,,Fmmm,,
,,,,"{'Value': '1700', 'Units': 'G', 'Type': 'NA', 'Temperature': 'NA'}",,Orthorhombic,,,10.1103/PhysRevB.77.035104,false,,"{'a': '14.971', 'b': '14.917', 'c': '13.692'}",Orthorhombic,,Antiferromagnetic,,(NH3)K3C60,Bulk,40 K,,,,,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.77.035104,false,,"{'a': '15.100', 'b': '15.006', 'c': '13.766'}",Orthorhombic,,Antiferromagnetic,,(NH3)KRb2C60,Bulk,76 K,,,,,
,,,,,"{'Value': '40 Oe', 'Units': 'Oe', 'Temperature': '5 K'}",,,,10.1103/PhysRevB.82.054420,true,,,,Soft,Antiferromagnetic,,GaMnAs/GaAs:Be,Multilayer,,,"{'Value': '1.2 μB per Mn ion', 'Units': 'μB', 'Temperature': '12 Oe'}",,GaAs (001),
,,,,,,Monoclinic,,,10.1103/PhysRevB.104.174412,true,,,Monoclinic,,Antiferromagnetic,,NiPS3,Bulk,158 K,,,C2/m,,
,,,,,,Monoclinic,,,10.1103/PhysRevB.104.174412,true,,,Monoclinic,,Antiferromagnetic,,FePS3,Bulk,123 K,,,C2/m,,
,,,,,,Monoclinic,,,10.1103/PhysRevB.104.174412,true,,,Monoclinic,,Antiferromagnetic,,MnPS3,Bulk,78 K,,,C2/m,,
,,,,,,Monoclinic,,,10.1103/PhysRevB.104.174412,true,,,Monoclinic,,Antiferromagnetic,,Ni1-xFexPS3,Bulk,110-162 K,,,C2/m,,
,"{'Value': '0.239', 'Units': 'meV', 'Type': 'NA', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevB.104.104415,false,,,,Soft,Ferromagnetic,,VTe2,2D Material,,,"{'Value': '1.454', 'Units': 'μB', 'Temperature': 'NA'}",,,
,"{'Value': '0.241', 'Units': 'meV', 'Type': 'NA', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevB.104.104415,false,,,,Soft,Ferromagnetic,,VSeTe,2D Material,,,"{'Value': '1.362', 'Units': 'μB', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '24', 'Units': 'Oe', 'Temperature': '5 K'}",Tetragonal,243 K,247.2 K,10.1103/PhysRevB.98.014412,true,,"{'a': '5.3595', 'b': '5.3595', 'c': '8.0675'}",Tetragonal,Soft,Ferromagnetic,,AsNCr3,Bulk,,,"{'Value': '4.35', 'Units': 'emu/g', 'Temperature': '5 K'}",I4/mcm,,
,,,,,,Cubic,260-270 K,,10.1103/PhysRevMaterials.2.124403,true,,"{'a': '0.5677 nm', 'b': '0.5677 nm', 'c': '0.5677 nm'}",Cubic,Soft,Ferromagnetic,,CoFeVSi,Epitaxial Film,,,"{'Value': '2.1', 'Units': 'μB/f.u.', 'Temperature': '10 K'}",,MgO,25 nm
,,,,,,Cubic,754 K,,10.1103/PhysRevMaterials.1.075003,true,,"{'a': '5.9234', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,,MnNi1+xSb,Bulk,,,"{'Value': '3.93', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",F-43m,,
,,,,,,Cubic,586 K,,10.1103/PhysRevMaterials.1.075003,true,,"{'a': '5.9634', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,,MnNi1.25Sb,Bulk,,,"{'Value': '4.00', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",F-43m,,
,,,,,,Cubic,481 K,,10.1103/PhysRevMaterials.1.075003,true,,"{'a': '5.9895', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,,MnNi1.5Sb,Bulk,,,"{'Value': '4.12', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",F-43m,,
,,,,,,Cubic,388 K,,10.1103/PhysRevMaterials.1.075003,true,,"{'a': '6.0130', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,,MnNi1.75Sb,Bulk,,,"{'Value': '3.99', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",F-43m,,
,,,,,,Cubic,352 K,,10.1103/PhysRevMaterials.1.075003,true,,"{'a': '6.0106', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,,MnNi2Sb,Bulk,,,"{'Value': '3.70', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",F-43m,,
,"{'Value': '0.0001', 'Units': 'meV', 'Type': 'easy axis', 'Temperature': 'NA'}",,,,,Hexagonal,,,10.1103/PhysRevB.99.035125,false,,,Hexagonal,Soft,Ferromagnetic,,LaCl,3D Bulk,,,,R-3m,,
,,,,,,,35 K,,10.1103/PhysRevB.89.205204,true,,,,Soft,Ferromagnetic,,Ga0.975Mn0.025As,Thin Film,,,,,GaAs(001),100 nm
,,,,,,,,,10.1103/PhysRevB.85.134436,true,,,,,Antiferromagnetic,,NiO,Thin Film,520 K,,,,Fe(001),0.2-25 nm
,,,,,"{'Value': '1.0', 'Units': 'kOe', 'Temperature': '2 K'}",Tetragonal,,,10.1103/PhysRevB.84.024409,true,,"{'a': '3.77709', 'b': '3.77709', 'c': '13.2368'}",Tetragonal,,Spin Glass,,La1.85Sr0.15Cu1-yNiyO4,Bulk,,,,I4/mmm,,
,,,,,,Cubic,,,10.1103/PhysRevB.109.155149,true,,"{'a': '9.8', 'b': 'NA', 'c': 'NA'}",Face-centered cubic,,Antiferromagnetic,,K2ReCl6,Bulk,12 K,,,Fm-3m,,
,,,,,,,,2.35 K,10.1103/PhysRevB.104.024426,true,,,,Soft,Ferromagnetic,,Ca10Cr7O28,Bulk,,,,R3c,,
,,,,,,Tetragonal,16 K,-4 K,10.1103/PhysRevB.76.174419,true,,"{'a': '12.760', 'b': 'NA', 'c': '5.128'}",Primitive,Soft,Ferromagnetic,4.319 g/cm3,GdMn2.21Al9.79,Bulk,,,,P4/nmm,,
,,,,,,Tetragonal,25.5 K,0 K,10.1103/PhysRevB.76.174419,true,,"{'a': '12.734', 'b': 'NA', 'c': '5.127'}",Primitive,Soft,Ferromagnetic,4.376 g/cm3,GdMn2.39Al9.61,Bulk,,,,P4/nmm,,
,,,,,,Tetragonal,,,10.1103/PhysRevB.74.184414,true,,"{'a': '3.784', 'b': 'NA', 'c': '13.142'}",Body-centered,,Antiferromagnetic,,LaSrMnO4,Bulk,125 K,,,I4/mmm,,
,,,,,"{'Value': '7', 'Units': 'mT', 'Temperature': '5 K'}",Amorphous,70 K,,10.1103/PhysRevB.104.214509,true,,,,Soft,Ferromagnetic,,Amorphous NdNi5,Thin Film,,,"{'Value': '0.3', 'Units': 'μB/atom', 'Temperature': 'Low temperature'}",,Si(100),Variable (1-100 nm)
,,,,,,Orthorhombic,,,10.1103/PhysRevB.72.134429,true,,,Orthorhombic,Soft,Antiferromagnetic,,Cs2CuCl4,Bulk,0.62 K,,,,,
,,,,,"{'Value': '8-38', 'Units': 'mT', 'Temperature': '300-5 K'}",Tetragonal,588 K,,10.1103/PhysRevLett.109.246601,true,,,,Soft,Ferrimagnetic,,Mn2NiGa,Bulk,,,"{'Value': '1.5', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",I4/mmm,,
,"{'Value': '0.44', 'Units': 'meV', 'Type': 'in-plane', 'Temperature': 'NA'}",,,,,Hexagonal,,,10.1103/PhysRevB.110.155428,false,,"{'a': '5.04', 'b': '5.04', 'c': 'NA'}",Hexagonal,Soft,Ferromagnetic,,LiFe4O6,2D Material,,,,P31m,,
,"{'Value': '1.93', 'Units': 'MJ/m3', 'Type': 'Effective', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevB.107.094405,true,,,,Soft,Ferromagnetic,,Pt/Co(1)/Pt,Thin Film,,,"{'Value': '1430', 'Units': 'kA/m', 'Temperature': 'NA'}",,Si wafer,1 nm
,"{'Value': '1.54', 'Units': 'MJ/m3', 'Type': 'Effective', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevB.107.094405,true,,,,Soft,Ferromagnetic,,Ir/Co(1)/Pt,Thin Film,,,"{'Value': '1280', 'Units': 'kA/m', 'Temperature': 'NA'}",,Si wafer,1 nm
,"{'Value': '0.86', 'Units': 'MJ/m3', 'Type': 'Effective', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevB.107.094405,true,,,,Soft,Ferromagnetic,,Ir/Fe(0.4)/Co(0.6)/Pt,Thin Film,,,"{'Value': '1200', 'Units': 'kA/m', 'Temperature': 'NA'}",,Si wafer,1 nm
,"{'Value': '0.81', 'Units': 'MJ/m3', 'Type': 'Effective', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevB.107.094405,true,,,,Soft,Ferromagnetic,,Pt/Co(2)/Pt,Thin Film,,,"{'Value': '1330', 'Units': 'kA/m', 'Temperature': 'NA'}",,Si wafer,2 nm
,"{'Value': '0.89', 'Units': 'MJ/m3', 'Type': 'Effective', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevB.107.094405,true,,,,Soft,Ferromagnetic,,Ir/Co(2)/Pt,Thin Film,,,"{'Value': '1200', 'Units': 'kA/m', 'Temperature': 'NA'}",,Si wafer,2 nm
,,,,,,Tetragonal,,-17 K,10.1103/PhysRevB.93.205141,true,,"{'a': '5.9158', 'b': '5.9158', 'c': '15.3635'}",Tetragonal,Soft,Antiferromagnetic,5.055 g/cm3,Ce2CoAl7Ge4,Bulk,1.5 K,,,P4̄21m,,
,,,,,,Tetragonal,,-20 K,10.1103/PhysRevB.93.205141,true,,"{'a': '5.9343', 'b': '5.9343', 'c': '15.2733'}",Tetragonal,Soft,Antiferromagnetic,5.052 g/cm3,Ce2NiAl7Ge4,Bulk,0.8 K,,,P4̄21m,,
,,,,,,Tetragonal,,-21 K,10.1103/PhysRevB.93.205141,true,,"{'a': '5.9786', 'b': '5.9786', 'c': '15.366'}",Tetragonal,Soft,Antiferromagnetic,5.754 g/cm3,Ce2IrAl7Ge4,Bulk,2.0 K,,,P4̄21m,,
,,,,,,Tetragonal,,-40 K,10.1103/PhysRevB.93.205141,true,,"{'a': '6.0070', 'b': '6.0070', 'c': '15.2632'}",Tetragonal,,,5.221 g/cm3,Ce2PdAl7Ge4,Bulk,,,,P4̄21m,,
,,,,,,,180 K,,10.1103/PhysRevB.77.174409,true,,"{'a': 'NA', 'b': 'NA', 'c': '3.874 Å'}",,Soft,Ferromagnetic,,LaMnO3/SrMnO3 Superlattice,Thin Film,,,"{'Value': '2.02', 'Units': 'μB/Mn', 'Temperature': '10 K'}",,SrTiO3,62.6 Å per bilayer
,,,,,,Tetragonal/Monoclinic,360K,,10.1103/PhysRevB.75.220406,true,,"{'a': '7.67256', 'b': '7.67256', 'c': '15.4527'}",Tetragonal/Monoclinic,Soft,Ferromagnetic,,Sr3.12Er0.88Co4O10.5,Bulk,,,"{'Value': '0.5', 'Units': 'μB/Co', 'Temperature': 'NA'}","I4/mmm (650K), A2/m (460K, 320K)",,
,,,,,,Monoclinic,,-85 K,10.1103/PhysRevB.83.180416,true,,"{'a': '10.210', 'b': '5.903', 'c': '7.739'}",Monoclinic,Soft,Antiferromagnetic,,Vesignieite,Bulk,,,,C 12/m1,,
,"{'Value': '23', 'Units': '10^5 ergs/cm^3', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '17', 'Units': '10^5 ergs/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,,,,10.1103/PhysRevB.107.115413,true,,,,,Antiferromagnetic,,Ferrihydrite,Nanoparticle,350 K,,,,,
,,,,,,,,,10.1103/PhysRevB.85.064417,true,,"{'a': '4.27 Å', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,MgO/Fe/MgO,Thin Film,,,"{'Value': '4 μB', 'Units': 'μB', 'Temperature': 'Room Temperature'}",,MgO(001),10 nm
,,,,,,Monoclinic,,,10.1103/PhysRevB.84.184435,true,,"{'a': '7.661', 'b': '7.784', 'c': '9.638'}",Monoclinic,,Antiferromagnetic,,SrMn3P4O14,Bulk,2.2 K,,,P21/c,,
,,,,"{'Value': '4.3e-3 to 5.9e-6', 'Units': 'NA', 'Type': 'uniaxial', 'Temperature': 'NA'}",,Cubic,,,10.1103/PhysRevB.75.224428,true,,,Perovskite,,Antiferromagnetic,3.42 g/cm^3,Potassium Manganese Fluoride,Bulk,88 K,,,Pm3m,,523 μm
,,,,,,Monoclinic,,,10.1103/PhysRevMaterials.2.024403,true,,"{'a': '10.750 Å', 'b': '7.036 Å', 'c': '10.873 Å'}",Monoclinic,,Antiferromagnetic,,Na2RuO4,Bulk,37 K,,,P21/c,,
,,,,,,,,,10.1103/PhysRevLett.117.097001,true,,"{'a': '5.72', 'b': '5.72', 'c': '13.85'}",,,Antiferromagnetic,,NaFe0.56Cu0.44As,Bulk,200K,,,,,
,,,,,,Tetragonal,533 K,,10.1103/PhysRevB.101.201102,false,,"{'a': '5.406', 'b': '5.370', 'c': '13.15'}",Orthorhombic,,Antiferromagnetic,,La2CuO4,Bulk,325 K,,,Abma,,
,,,,,,Monoclinic,,,10.1103/PhysRevB.107.094519,true,,,,,Antiferromagnetic,,NaMn6Bi5,Bulk,"46 K, 52 K, 85 K",,,C2/m,,
,,,,,,Cubic,,-32.8 K,10.1103/PhysRevB.103.094417,true,,"{'a': '12.8330', 'b': '12.8330', 'c': '12.8330'}",Cubic,,Antiferromagnetic,,BaCuTe2O6,Bulk,6.31 K,,,P4132,,
,,,,,,,,,10.1103/PhysRevB.81.245126,true,,,,,Antiferromagnetic,,(TMTTF)2(SbF6),Bulk,8K,,,,,
,,,,,,,,,10.1103/PhysRevB.81.245126,true,,,,,Antiferromagnetic,,(TMTTF)2(AsF6)0.3(SbF6)0.7,Bulk,2.9K,,,,,
,,,,,,,295 K,,10.1103/PhysRevB.78.220404,true,,,,Soft,Ferromagnetic,,La0.8MnO3-δ,Thin Film,,,"{'Value': '3.66', 'Units': 'μB/Mn', 'Temperature': '5 K'}",,LaAlO3,120 nm
,"{'Value': '-0.6', 'Units': 'meV', 'Type': 'easy-plane', 'Temperature': 'NA'}",,,,,Tetragonal,,,10.1103/PhysRevB.71.174407,true,,"{'a': '19.9598', 'b': '19.9598', 'c': '16.0609'}",Tetragonal,Soft,Antiferromagnetic,,Cr7Ni,Bulk,,,,P4,,
,"{'Value': '-0.028', 'Units': 'meV', 'Type': 'easy-plane', 'Temperature': 'NA'}",,,,,Tetragonal,,,10.1103/PhysRevB.71.174407,true,,"{'a': '19.8973', 'b': '19.8973', 'c': '16.0227'}",Tetragonal,Soft,Antiferromagnetic,,Cr7Zn,Bulk,,,,P4,,
,"{'Value': '-0.03', 'Units': 'meV', 'Type': 'easy-plane', 'Temperature': 'NA'}",,,,,Tetragonal,,,10.1103/PhysRevB.71.174407,true,,"{'a': '19.9375', 'b': '19.9375', 'c': '16.1079'}",Tetragonal,Soft,Antiferromagnetic,,Cr7Mn,Bulk,,,,P4,,
,,,,,,Cubic,1100 K,,10.1103/PhysRevB.79.235203,false,,"{'a': '10.65', 'b': 'NA', 'c': 'NA'}",L21,Soft,Ferromagnetic,,Co2FeSi,Bulk,,,"{'Value': '6', 'Units': 'μB', 'Temperature': 'NA'}",,GaAs(001),
,,,,,,,665 K,,10.1103/PhysRevB.79.235203,false,,"{'a': '10.75', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co2Cr0.5Fe0.5Al,Bulk,,,"{'Value': '3.99', 'Units': 'μB', 'Temperature': 'NA'}",,,
,,,,,,,985 K,,10.1103/PhysRevB.79.235203,false,,"{'a': '10.64', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co2MnSi,Bulk,,,"{'Value': '5.00', 'Units': 'μB', 'Temperature': 'NA'}",,,
,,,,,,,1093 K,,10.1103/PhysRevB.79.235203,false,,"{'a': '10.81', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co2FeGa,Bulk,,,"{'Value': '5.06', 'Units': 'μB', 'Temperature': 'NA'}",,,
,,,,,,Wurtzite,>350 K,,10.1103/PhysRevB.75.035208,true,,,Hexagonal,Soft,Ferromagnetic,,ZnO:Co,Bulk,,,,C6ν4,,
,,,,,,,,1.2 K,10.1103/PhysRevB.72.224433,true,,,,,Superparamagnetic,,Mn12 Acetate,Single Molecule Magnet,,,,,,
,,,,,,Tetragonal,208K,,10.1103/PhysRevB.83.155203,false,,"{'a': '4.08', 'b': '4.08', 'c': '17.31'}",Tetragonal,Soft,Ferromagnetic,,Ge/MnS,Digital Magnetic Alloy,,,,,,
,,,,,,Tetragonal,178K,,10.1103/PhysRevB.83.155203,false,,"{'a': '4.08', 'b': '4.08', 'c': '17.31'}",Tetragonal,Soft,Ferromagnetic,,Ge/MnI,Digital Magnetic Alloy,,,,,,
,,,,,,Tetragonal,280K,,10.1103/PhysRevB.83.155203,false,,"{'a': '4.08', 'b': '4.08', 'c': '17.31'}",Tetragonal,Soft,Ferrimagnetic,,Ge/MnIS,Digital Magnetic Alloy,,,,,,
,,,,,,Hexagonal,226 K,244 K,10.1103/PhysRevB.100.024434,true,,,Trigonal,Soft,Ferromagnetic,,Cr5Te8,Bulk,241 K,,,P-3m1,,
,,,,,,Cubic,,24 K,10.1103/PhysRevB.72.104111,true,,"{'a': '7.4', 'b': '7.4', 'c': '7.4'}",Cubic,,Antiferromagnetic,,CaCu3Ti4O12,Bulk,25 K,,,,,
,,,,,,Cubic,,,10.1103/PhysRevB.72.104111,true,,"{'a': '7.4', 'b': '7.4', 'c': '7.4'}",Cubic,,Antiferromagnetic,,CaCu3Ti4O12/1%Fe,Bulk,24.1 K,,,,,
,,,,,,Cubic,,,10.1103/PhysRevB.72.104111,true,,"{'a': '7.4', 'b': '7.4', 'c': '7.4'}",Cubic,,Antiferromagnetic,,CaCu3Ti4O12/3%Fe,Bulk,21.9 K,,,,,
,,,,,,Cubic,,,10.1103/PhysRevB.72.104111,true,,"{'a': '7.4', 'b': '7.4', 'c': '7.4'}",Cubic,,Antiferromagnetic,,CaCu3Ti4O12/10%Fe,Bulk,14.6 K,,,,,
,,,,,,Cubic,304 K,,10.1103/PhysRevB.110.134323,true,,"{'a': '11.517', 'b': '11.517', 'c': '11.517'}",Face-centered cubic,Soft,Ferromagnetic,,Co-LaFeSi,Bulk,,,,Fm-3c,,
,,,,,,Orthorhombic,291 K,,10.1103/PhysRevB.94.184427,true,,"{'a': '5.905 Å', 'b': '5.249 Å', 'c': '3.167 Å'}",Orthorhombic,Soft,Antiferromagnetic,,MnP,Cluster,,,,Pbnm,CdGeP2 matrix,
,,,,,,,660 K,,10.1103/PhysRevB.90.180407,true,,,,Soft,Antiferromagnetic/Ferromagnetic,,FeRh,Thin Film,360 K,,,,MgO(001),50 nm
,,,,,,,,161.3K,10.1103/PhysRevB.82.134434,false,,,,Soft,Ferrimagnetic,,Co(N3)2(bpg)·DMF4/3,Molecular Magnetic Material,,,,,,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.88.054303,true,,,Orthorhombic,,Antiferromagnetic,,LiMnPO4,Bulk,34 K,,,Pnma,,
,"{'Value': '-91 to +1.7', 'Units': 'x10^4 erg/cm^3', 'Type': 'Effective', 'Temperature': 'Room Temperature'}","{'Value': '-7.0 to -0.40', 'Units': 'x10^4 erg/cm^3', 'Type': 'Effective', 'Temperature': 'Room Temperature'}",,"{'Value': '2100 to 55', 'Units': 'Oe', 'Type': 'out-of-plane', 'Temperature': 'Room Temperature'}",,,,,10.1103/PhysRevB.81.064421,true,,,,Soft,Ferromagnetic,,Iron on Gold,Thin Film,,,"{'Value': '1000 to 613', 'Units': 'emu/cm^3', 'Temperature': 'Room Temperature'}",,MgO(001),2.0-3.0 ML
,,,,,"{'Value': '1.2', 'Units': 'T', 'Temperature': '4.2 K'}",Tetragonal,,,10.1103/PhysRevB.94.094422,false,,,Noncentrosymmetric,Soft,Antiferromagnetic,,Copper Metaborate,Bulk,21 K,,,I-42d,,
,,,,,"{'Value': '-1020', 'Units': 'Oe', 'Temperature': '5 K'}",,,,10.1103/PhysRevB.85.174426,true,,,,Soft,Superparamagnetic,,Maghemite Nanoparticles,Nanoparticle,,,,,Dextran coating,
,,,,,,Monoclinic,,,10.1103/PhysRevB.96.085111,true,,,,,Antiferromagnetic,,CuBr2,Bulk,73.5 K,,,C12/m1,,
,,,,"{'Value': 'H_k', 'Units': 'NA', 'Type': 'NA', 'Temperature': 'NA'}",,,,,10.1103/PhysRevB.105.174432,false,,,,Hard,Ferromagnetic,,Nd-Fe-B,Bulk,,,,,,
